number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_scale_pos_weight,params_subsample,state
10,0.4911690815611124,2025-11-16 19:25:50.032770,2025-11-16 19:25:50.142058,0 days 00:00:00.109288,3.1875123228831534,0.4356871775074532,3.1955435051161043,0.01031907799835641,0.06939480537933441,4,5,325,1.1530755223697886,0.8127993859072952,PRUNED
11,0.49210387941107736,2025-11-16 19:25:50.143056,2025-11-16 19:25:50.296073,0 days 00:00:00.153017,0.12565823587316338,0.5353947964303398,0.23002478975907514,0.027745118351094618,0.09472995539729945,5,5,770,0.5235298149590889,0.9953645234750584,PRUNED
12,0.5047148866557607,2025-11-16 19:25:50.298336,2025-11-16 19:25:50.428091,0 days 00:00:00.129755,0.05367802294579908,0.9618103686939199,3.5615390873611497,0.0011072392697032052,0.09924251092995735,5,7,383,0.6795477295925307,0.8247956172847825,PRUNED
13,0.5233944228093791,2025-11-16 19:25:50.430089,2025-11-16 19:25:51.339502,0 days 00:00:00.909413,0.5222963272393285,0.7796613515261827,2.189652732003612,0.04567422523884,0.04668207597008752,2,4,697,1.0669781809119325,0.9069963750324931,COMPLETE
14,0.5089828230895068,2025-11-16 19:25:51.340500,2025-11-16 19:25:51.414642,0 days 00:00:00.074142,1.1342972208630704,0.5439149796409679,1.9096980523818126,0.14840303938595603,0.04432747230770776,4,3,709,1.123641386113769,0.6173034799327426,PRUNED
15,0.5024713718158449,2025-11-16 19:25:51.415642,2025-11-16 19:25:51.650033,0 days 00:00:00.234391,1.2373214612000407,0.521090763381762,2.759288139500016,0.09426622182533985,0.03918323622604672,6,7,657,1.4567258280937723,0.7632861005012852,PRUNED
16,0.5097760762987577,2025-11-16 19:25:51.651043,2025-11-16 19:25:52.868961,0 days 00:00:01.217918,0.026236487733719366,0.7904222059168294,1.4281215647993457,0.004824917177500688,0.010503557398667422,3,4,791,0.9900989278411367,0.9683496154790014,COMPLETE
17,0.5205999349428145,2025-11-16 19:25:52.871846,2025-11-16 19:25:54.030421,0 days 00:00:01.158575,0.2700625950077185,0.6189665898729425,0.013210672312051863,0.028325707597062873,0.07419485187832078,5,6,643,1.6551685966693634,0.8668526246284662,COMPLETE
18,0.516073461143674,2025-11-16 19:25:54.031421,2025-11-16 19:25:54.858785,0 days 00:00:00.827364,1.7044297962145016,0.6024780768094172,0.10202437350694145,0.24360008359132532,0.0563881694750276,3,6,630,1.7053477256323082,0.9098353926842558,COMPLETE
19,0.5174827340769979,2025-11-16 19:25:54.862799,2025-11-16 19:25:56.549173,0 days 00:00:01.686374,0.4820561472260221,0.8798013773534709,2.102420009484264,0.032369161483114445,0.04085195523455444,4,4,391,1.6378576750264213,0.865588883639432,COMPLETE
20,0.5206278276684329,2025-11-16 19:25:56.551171,2025-11-16 19:25:57.515746,0 days 00:00:00.964575,0.01296408798609447,0.6247673226705779,1.2173448118732797,0.42629225718759917,0.03132664144738916,2,6,612,1.7902658615536597,0.9465420553471916,COMPLETE
21,0.5199842252862819,2025-11-16 19:25:57.516745,2025-11-16 19:25:57.689548,0 days 00:00:00.172803,0.011551696474221577,0.6029614045796101,1.1324390375725386,0.47843329764056103,0.028132580877540156,2,6,608,1.8064886004614429,0.9344741328268061,PRUNED
22,0.505325426501519,2025-11-16 19:25:57.690544,2025-11-16 19:25:57.945592,0 days 00:00:00.255048,0.013940859726326743,0.7363549879099954,0.055184206440066406,0.05253643136161205,0.033990514113822666,3,6,713,1.3037108260369978,0.8652716267701432,PRUNED
23,0.5053400327179248,2025-11-16 19:25:57.947606,2025-11-16 19:25:58.080042,0 days 00:00:00.132436,9.437304466621145,0.6399774932713108,2.227562644331324,0.014235564345121089,0.05306147283532637,2,4,695,1.7922415116954096,0.9726727883744779,PRUNED
24,0.5175917270390278,2025-11-16 19:25:58.082043,2025-11-16 19:25:58.351554,0 days 00:00:00.269511,0.2714871331181417,0.8309739939096955,1.5749715999752527,0.21671213489870036,0.018448808648135986,4,3,599,1.4394145692353038,0.7774663985898707,PRUNED
25,0.511334423930825,2025-11-16 19:25:58.352554,2025-11-16 19:25:58.750045,0 days 00:00:00.397491,0.07503210770550557,0.5652215707291605,0.48388467591327355,1.3214661571534307,0.0741121332255947,5,8,685,1.1867097615959776,0.8722786973254804,PRUNED
26,0.515456508870895,2025-11-16 19:25:58.750628,2025-11-16 19:25:59.956259,0 days 00:00:01.205631,0.004365371802234856,0.7235164922034184,1.115207079703987,0.0564762968017137,0.12190527179326874,3,5,467,1.8825764198217423,0.9515201688489527,COMPLETE
27,0.5115739658798785,2025-11-16 19:25:59.957945,2025-11-16 19:26:00.247743,0 days 00:00:00.289798,0.02238354802296167,0.6426058920148081,2.4733228205473416,0.4552863198532324,0.05097573037108084,2,6,591,1.5652297073847263,0.8914634877357958,PRUNED
28,0.5222132455553729,2025-11-16 19:26:00.250402,2025-11-16 19:26:01.954811,0 days 00:00:01.704409,0.6482139866908988,0.9989588177100116,3.1551008418967994,0.1560343314227916,0.0332716220102371,3,4,434,1.7365480825064934,0.9973682711258082,COMPLETE
29,0.5199491703669082,2025-11-16 19:26:01.955810,2025-11-16 19:26:02.374482,0 days 00:00:00.418672,2.5221936087985504,0.9733142898512903,3.3185535499088,9.951545520993246,0.03220221594637451,2,2,255,1.481628410581743,0.9888942061919387,PRUNED
30,0.5067772844122459,2025-11-16 19:26:02.376076,2025-11-16 19:26:02.608036,0 days 00:00:00.231960,0.7850603928336282,0.9539779937024027,4.894406734623233,1.967477235016624,0.013867896712820007,3,4,399,1.0318136247607037,0.9498403925463292,PRUNED
31,0.5290225519981304,2025-11-16 19:26:02.609038,2025-11-16 19:26:02.973028,0 days 00:00:00.363990,0.25420369446212276,0.5747702587422445,2.9714628634457494,0.1658024340603115,0.023629614817537257,2,3,443,1.7088149995038528,0.8448065491230018,PRUNED
32,0.5051822855807432,2025-11-16 19:26:02.975028,2025-11-16 19:26:03.142763,0 days 00:00:00.167735,0.11687252092442921,0.6558125634773284,1.743241828113397,0.01600319716555042,0.03650628670567297,3,5,112,1.6220158224674392,0.9010113857574221,PRUNED
33,0.5247301707190714,2025-11-16 19:26:03.142763,2025-11-16 19:26:03.761520,0 days 00:00:00.618757,0.054767942354268295,0.7109737717092228,2.144098573027269,0.04488059804606558,0.06368566797642305,2,2,526,1.831527657786035,0.93074810481409,COMPLETE
34,0.5193002338376129,2025-11-16 19:26:03.762519,2025-11-16 19:26:04.545474,0 days 00:00:00.782955,0.04327066974255059,0.9184220450207837,3.718869912301764,0.2937446102283047,0.025419186543781648,2,1,499,1.838722169130107,0.9383266195562239,COMPLETE
35,0.4766913998597803,2025-11-16 19:26:04.552335,2025-11-16 19:26:04.640086,0 days 00:00:00.087751,0.005251045700558636,0.8147333353790149,2.4468775304134187,0.0525368070153459,0.018733562336930097,2,2,553,1.3522699418968447,0.9992786374210745,PRUNED
36,0.5272785697592896,2025-11-16 19:26:04.641085,2025-11-16 19:26:04.785760,0 days 00:00:00.144675,0.0902637208659415,0.6933912535849706,2.182100636055797,0.11112532526815014,0.05065961115968098,2,2,441,1.9416944079530072,0.9227246821862471,PRUNED
37,0.5138875905585417,2025-11-16 19:26:04.787264,2025-11-16 19:26:04.892429,0 days 00:00:00.105165,0.02558629769580942,0.9949694813818319,2.9035690007406036,0.9046285568181541,0.06541207849671911,3,1,525,1.7505453898148957,0.7963091174761531,PRUNED
