TP_hit,entry_date,MA100_MA200,ATR_ratio,MA50_MA100,ATR14,MA20_MA100,Close_MA50,MA20_MA200_norm,Close_MA20,pullback_depth,MA20_MA50
0,2015-12-04,0.5509107589721651,0.0772719875382744,1.2792016601562466,8.316842760358535,4.212639160156257,0.04361170858357921,0.04702286491759988,0.01474894039916741,-0.014534570879537528,2.933437500000011
0,2015-12-10,0.4676710891723559,0.07665238025253354,2.210053710937501,8.125476292201448,4.218057479858402,0.018351842723596024,0.046202965397543844,-0.0009207060456519756,0.0009215545264759041,2.0080037689209007
0,2015-12-11,0.43840244293213004,0.07715446344037326,2.3848273468017567,7.990462166922429,4.174186706542969,-0.006615087984353174,0.04547518519557373,-0.0233772912588196,0.023936870451181504,1.789359359741212
0,2015-12-14,0.42152462005616087,0.07670351471083732,2.530070571899415,8.00398472377232,4.2606314086913954,-0.0004496943998208991,0.046154626445923164,-0.0167488462477956,0.017034148583380735,1.7305608367919803
0,2015-12-15,0.4157158279418951,0.07713419994270404,2.6435564422607456,8.097958156040734,4.288398742675781,0.00441432278714271,0.04636210825120437,-0.011146782640190755,0.011272434011947823,1.6448423004150357
0,2015-12-16,0.4243423080444302,0.07696708843594698,2.7734216308593744,8.200567517961773,4.366757583618167,0.017715040575686736,0.04720572934037498,0.002458325862138677,-0.0024522973162245305,1.5933359527587925
0,2015-12-18,0.3904283905029331,0.07906969899255795,2.9722029113769537,8.142647334507531,4.136625442504879,-0.018239238782813416,0.0445878181507587,-0.029018075078124372,0.029885288627241102,1.1644225311279257
0,2015-12-21,0.36583969116210824,0.0778670655361146,3.066962890625007,8.107872554234094,3.9960775756836,-0.008192767611514329,0.04295261062474892,-0.016893266597849732,0.017183552938742148,0.9291146850585932
0,2015-12-22,0.33660308837890796,0.07716425276075389,3.1624951171874898,8.087508610316682,3.897122344970697,-0.0026200415858339543,0.04167658344237614,-0.009544155050837722,0.009636123709611314,0.7346272277832071
0,2015-12-23,0.31169071197510334,0.0765324076043931,3.2754457092285065,8.08084760393415,3.8307049560546886,0.0035622685664158382,0.040761447215876156,-0.001706230943506415,0.0017091471432492413,0.5552592468261821
0,2015-12-24,0.2918449401855554,0.07462107670562158,3.3894284057617057,7.877634320940288,3.7569068145751885,0.0021366088702572394,0.039825561727912295,-0.0013470773145947135,0.0013488943796132415,0.3674784088134828
