Date,Open,High,Low,Close,Volume,ATR14,returns,vol_std20,norm_tr,vol_ratio,roc5,rsi10,candle_body_pct,vol_ma20,vol_spike,return_1d,return_3d,return_5d,future_3d_return,target
1999-04-08,54.9375,55.734375,53.8125,47.23008728027344,7952400,8.781852722167967,0.007949977494073224,0.02259001663943192,0.04069175203075918,388.74928081455397,0.05717690682262555,76.05869991594284,4.010361089939025,7331370.0,1.0847085878901215,0.007949977494073224,-0.0005631228779970909,0.05717690682262555,-0.014084550270396345,0
1999-04-09,55.375,55.9375,55.21875,47.52280044555664,4946800,8.797061647687638,0.0061975994993652694,0.022593430471940155,0.01512431913231668,389.3636983818426,0.04200745207703216,71.62179216802447,10.92479938009511,7094280.0,0.6972941581104778,0.0061975994993652694,0.003653099587809683,0.04200745207703216,-0.05375187322144803,0
1999-04-12,54.5,55.8125,54.4375,47.203495025634766,10934000,8.821242468697681,-0.006718994186541649,0.021737442046901936,0.0291291989979403,405.8086710324273,-0.0011258421415459852,73.32022473501837,5.306549072265625,7203800.0,1.5178100446986313,-0.006718994186541649,0.007382465045800313,-0.0011258421415459852,-0.034385979827402546,0
1999-04-13,55.78125,55.90625,54.25,46.56487274169922,9962200,8.912808826991489,-0.013529131340565548,0.021395885832662827,0.035568657283515236,416.56647902772266,-0.016577760128863916,57.834057084870196,5.5646051370872645,7383460.0,1.34925901948409,-0.013529131340565548,-0.014084550270396345,-0.016577760128863916,-0.04971383752958003,0
1999-04-14,55.375,55.4375,52.5078125,44.968360900878906,21253800,8.90817287990025,-0.03428575548088253,0.022924955801319723,0.06514997303232237,388.5797188488989,-0.040318132612948254,47.35846964086218,3.5521328125,8200860.0,2.591655021546521,-0.03428575548088253,-0.05375187322144803,-0.040318132612948254,-0.06212991549335922,0
1999-04-15,53.0,53.6171875,51.125,45.58035659790039,17650600,8.8588194165911,0.013609473077537126,0.02300084859831976,0.054676788116984586,385.1518511903186,-0.03492965559396899,56.46381801293429,2.9771609889302506,8885140.0,1.9865303191621067,0.013609473077537126,-0.034385979827402546,-0.03492965559396899,-0.05370655030619864,0
1999-04-16,53.40625,53.40625,51.6875,44.24995422363281,17274000,8.851659774780273,-0.02918806419186426,0.02363770222783513,0.038841848091270066,374.472090792175,-0.06886896797408404,40.827496084578264,5.327299360795455,9506420.0,1.817087820651728,-0.02918806419186426,-0.04971383752958003,-0.06886896797408404,0.02285010336331661,1
1999-04-19,52.3125,52.75,49.0078125,42.17448043823242,19460600,8.773621967860631,-0.04690341090323502,0.025263576730284155,0.08873108716729076,347.2834453145126,-0.10653903031271816,17.51715118447892,2.7091158745433193,10121430.0,1.9227125020871556,-0.04690341090323502,-0.06212991549335922,-0.10653903031271816,0.10220773971133856,1
1999-04-20,49.3125,51.0625,48.84375,43.13239288330078,17413600,8.812779290335518,0.022713082297985743,0.025678624238458708,0.05144045696706559,343.19514972833616,-0.07371393190396558,25.72758516064812,2.785400390625,10740870.0,1.621246696031141,0.022713082297985743,-0.05370655030619864,-0.07371393190396558,0.0919185792602002,1
1999-04-21,51.125,53.1875,50.4375,45.26107025146485,10940400,8.899100167410714,0.04935217422143556,0.026461005216949683,0.06075861628373663,336.30998121380384,0.006509228816036883,42.26811246932748,2.1323380903764177,10739770.0,1.018681033206484,0.04935217422143556,0.02285010336331661,0.006509228816036883,0.06452071560882233,1
1999-04-22,53.65625,54.75,53.3046875,46.48503875732422,13630600,8.90639305114746,0.027042411923959175,0.026101563690792924,0.031091993007584088,341.2206700202066,0.019848071119862754,46.666623429996875,4.961702913851352,10998950.0,1.239263747903209,0.027042411923959175,0.10220773971133856,0.019848071119862754,0.020607061972427898,1
1999-04-23,54.3125,55.71875,53.75,47.09706115722656,7064400,8.85371834891183,0.013166008166571874,0.02508407289906489,0.041801971325293945,352.9617532423089,0.06434146619010916,48.14813708614128,3.6649848090277777,10945480.0,0.6454171036811542,0.013166008166571874,0.0919185792602002,0.06434146619010916,-0.027119006218263575,0
1999-04-26,55.6875,57.0,55.5078125,48.18134689331055,5421000,8.920924595424108,0.0230223650784549,0.025239488829871985,0.03097023217935765,353.4510803905752,0.14242893789469724,53.98801811657786,5.030301558409686,10803720.0,0.501771612000311,0.0230223650784549,0.06452071560882233,0.14242893789469724,-0.056744608723789836,0
1999-04-27,57.0,57.28125,55.0078125,47.44295883178711,16482800,8.935191018240792,-0.015325185141844888,0.024479462600495005,0.047919386901239834,365.00764596278805,0.0999380201360267,53.55223217248121,4.203784431378866,11372170.0,1.4493979601078775,-0.015325185141844888,0.020607061972427898,0.0999380201360267,-0.035894593237037586,0
1999-04-28,55.25,55.4375,53.5703125,45.8198356628418,7676800,8.872172219412667,-0.03421209825256111,0.02574164129816882,0.04075063720741846,344.6622581926742,0.012345386626354982,53.437177488873516,5.050464582243724,11508980.0,0.6670269650307846,-0.03421209825256111,-0.027119006218263575,0.012345386626354982,-0.006968299685423673,0
1999-04-29,53.5625,53.875,52.25,45.44731521606445,19148200,8.825583049229213,-0.00813011311342271,0.025575195335046205,0.03575568748724687,345.083700578245,-0.022323817920798517,49.45235920814119,4.99395986703726,12053560.0,1.5885929136288366,-0.00813011311342271,-0.056744608723789836,-0.022323817920798517,-0.014636964157605958,0
